year,team,player_name
2018,Peru,Jefferson Farfán
2018,Peru,Raúl Ruidíaz
2018,Peru,Carlos Cáceda
2018,Peru,Renato Tapia
2018,Peru,Andy Polo
2018,Peru,Christian Ramos
2018,Peru,Wilder Cartagena
2018,Peru,Luis Advíncula
2018,Peru,André Carrillo
2018,Peru,Yoshimar Yotún
2018,Peru,Edison Flores
2018,Peru,José Carvallo
2018,Peru,Nilson Loyola
2018,Peru,Pedro Aquino
2018,Argentina,Nahuel Guzmán
2018,Argentina,Gabriel Mercado
2018,Argentina,Nicolás Tagliafico
2018,Argentina,Cristian Ansaldi
2018,Argentina,Lucas Biglia
2018,Argentina,Federico Fazio
2018,Argentina,Éver Banega
2018,Argentina,Marcos Acuña
2018,Argentina,Gonzalo Higuaín
2018,Argentina,Lionel Messi 
2018,Argentina,Ángel Di María
2018,Argentina,Franco Armani
2018,Argentina,Maximiliano Meza
2018,Argentina,Javier Mascherano
2018,Argentina,Enzo Pérez
2018,Argentina,Marcos Rojo
2018,Argentina,Nicolás Otamendi
2018,Argentina,Eduardo Salvio
2018,Argentina,Sergio Agüero
2018,Argentina,Giovani Lo Celso
2018,Argentina,Paulo Dybala
2018,Argentina,Cristian Pavón
2018,Argentina,Willy Caballero
2018,Croatia,Dominik Livaković
2018,Croatia,Šime Vrsaljko
2018,Croatia,Ivan Strinić
2018,Croatia,Ivan Perišić
2018,Croatia,Vedran Ćorluka
2018,Croatia,Dejan Lovren
2018,Croatia,Ivan Rakitić
2018,Croatia,Mateo Kovačić
2018,Croatia,Andrej Kramarić
2018,Croatia,Luka Modrić 
2018,Croatia,Marcelo Brozović
2018,Croatia,Lovre Kalinić
2018,Croatia,Tin Jedvaj
2018,Croatia,Filip Bradarić
2018,Croatia,Duje Ćaleta-Car
2018,Croatia,Nikola Kalinić[note 2]
2018,Croatia,Mario Mandžukić
2018,Croatia,Ante Rebić
2018,Croatia,Milan Badelj
2018,Croatia,Marko Pjaca
2018,Croatia,Domagoj Vida
2018,Croatia,Josip Pivarić
2018,Croatia,Danijel Subašić
2018,Iceland,Hannes Þór Halldórsson
2018,Iceland,Birkir Már Sævarsson
2018,Iceland,Samúel Friðjónsson
2018,Iceland,Albert Guðmundsson
2018,Iceland,Sverrir Ingi Ingason
2018,Iceland,Ragnar Sigurðsson
2018,Iceland,Jóhann Berg Guðmundsson
2018,Iceland,Birkir Bjarnason
2018,Iceland,Björn Bergmann Sigurðarson
2018,Iceland,Gylfi Sigurðsson
2018,Iceland,Alfreð Finnbogason
2018,Iceland,Frederik Schram
2018,Iceland,Rúnar Alex Rúnarsson
2018,Iceland,Kári Árnason
2018,Iceland,Hólmar Örn Eyjólfsson
2018,Iceland,Ólafur Ingi Skúlason
2018,Iceland,Aron Gunnarsson 
2018,Iceland,Hörður Björgvin Magnússon
2018,Iceland,Rúrik Gíslason
2018,Iceland,Emil Hallfreðsson
2018,Iceland,Arnór Ingvi Traustason
2018,Iceland,Jón Daði Böðvarsson
2018,Iceland,Ari Freyr Skúlason
2018,Nigeria,Ikechukwu Ezenwa
2018,Nigeria,Brian Idowu
2018,Nigeria,Elderson Echiéjilé
2018,Nigeria,Wilfred Ndidi
2018,Nigeria,William Troost-Ekong
2018,Nigeria,Leon Balogun
2018,Nigeria,Ahmed Musa
2018,Nigeria,Peter Etebo
2018,Nigeria,Odion Ighalo
2018,Nigeria,John Obi Mikel 
2018,Nigeria,Victor Moses
2018,Nigeria,Shehu Abdullahi
2018,Nigeria,Simeon Nwankwo
2018,Nigeria,Kelechi Iheanacho
2018,Nigeria,Joel Obi
2018,Nigeria,Daniel Akpeyi
2018,Nigeria,Ogenyi Onazi
2018,Nigeria,Alex Iwobi
2018,Nigeria,John Ogu
2018,Nigeria,Chidozie Awaziem
2018,Nigeria,Tyronne Ebuehi
2018,Nigeria,Kenneth Omeruo
2018,Nigeria,Francis Uzoho
2018,Brazil,Alisson
2018,Brazil,Thiago Silva
2018,Brazil,Miranda 
2018,Brazil,Pedro Geromel
2018,Brazil,Casemiro
2018,Brazil,Filipe Luís
2018,Brazil,Douglas Costa
2018,Brazil,Renato Augusto
2018,Brazil,Gabriel Jesus
2018,Brazil,Neymar
2018,Brazil,Philippe Coutinho
2018,Brazil,Marcelo
2018,Brazil,Marquinhos
2018,Brazil,Danilo
2018,Brazil,Paulinho
2018,Brazil,Cássio
2018,Brazil,Fernandinho
2018,Brazil,Fred
2018,Brazil,Willian
2018,Brazil,Roberto Firmino
2018,Brazil,Taison
2018,Brazil,Fagner
2018,Brazil,Ederson
2018,Costa Rica,Keylor Navas
2018,Costa Rica,Jhonny Acosta
2018,Costa Rica,Giancarlo González
2018,Costa Rica,Ian Smith
2018,Costa Rica,Celso Borges
2018,Costa Rica,Óscar Duarte
2018,Costa Rica,Christian Bolaños
2018,Costa Rica,Bryan Oviedo
2018,Costa Rica,Daniel Colindres
2018,Costa Rica,Bryan Ruiz 
2018,Costa Rica,Johan Venegas
2018,Costa Rica,Joel Campbell
2018,Costa Rica,Rodney Wallace
2018,Costa Rica,Randall Azofeifa
2018,Costa Rica,Francisco Calvo
2018,Costa Rica,Cristian Gamboa
2018,Costa Rica,Yeltsin Tejeda
2018,Costa Rica,Patrick Pemberton
2018,Costa Rica,Kendall Waston
2018,Costa Rica,David Guzmán
2018,Costa Rica,Marco Ureña
2018,Costa Rica,Kenner Gutiérrez
2018,Costa Rica,Leonel Moreira
2018,Serbia,Vladimir Stojković
2018,Serbia,Antonio Rukavina
2018,Serbia,Duško Tošić
2018,Serbia,Luka Milivojević
2018,Serbia,Uroš Spajić
2018,Serbia,Branislav Ivanović
2018,Serbia,Andrija Živković
2018,Serbia,Aleksandar Prijović
2018,Serbia,Aleksandar Mitrović
2018,Serbia,Dušan Tadić
2018,Serbia,Aleksandar Kolarov 
2018,Serbia,Predrag Rajković
2018,Serbia,Miloš Veljković
2018,Serbia,Milan Rodić
2018,Serbia,Nikola Milenković
2018,Serbia,Marko Grujić
2018,Serbia,Filip Kostić
2018,Serbia,Nemanja Radonjić
2018,Serbia,Luka Jović
2018,Serbia,Sergej Milinković-Savić
2018,Serbia,Nemanja Matić
2018,Serbia,Adem Ljajić
2018,Serbia,Marko Dmitrović
2018,Switzerland,Yann Sommer
2018,Switzerland,Stephan Lichtsteiner 
2018,Switzerland,François Moubandje
2018,Switzerland,Nico Elvedi
2018,Switzerland,Manuel Akanji
2018,Switzerland,Michael Lang
2018,Switzerland,Breel Embolo
2018,Switzerland,Remo Freuler
2018,Switzerland,Haris Seferovic
2018,Switzerland,Granit Xhaka
2018,Switzerland,Valon Behrami
2018,Switzerland,Yvon Mvogo
2018,Switzerland,Ricardo Rodríguez
2018,Switzerland,Steven Zuber
2018,Switzerland,Blerim Džemaili
2018,Switzerland,Gelson Fernandes
2018,Switzerland,Denis Zakaria
2018,Switzerland,Mario Gavranović
2018,Switzerland,Josip Drmić
2018,Switzerland,Johan Djourou
2018,Switzerland,Roman Bürki
2018,Switzerland,Fabian Schär
2018,Switzerland,Xherdan Shaqiri
2018,Germany,Manuel Neuer 
2018,Germany,Marvin Plattenhardt
2018,Germany,Jonas Hector
2018,Germany,Matthias Ginter
2018,Germany,Mats Hummels
2018,Germany,Sami Khedira
2018,Germany,Julian Draxler
2018,Germany,Toni Kroos
2018,Germany,Timo Werner
2018,Germany,Mesut Özil
2018,Germany,Marco Reus
2018,Germany,Kevin Trapp
2018,Germany,Thomas Müller
2018,Germany,Leon Goretzka
2018,Germany,Niklas Süle
2018,Germany,Antonio Rüdiger
2018,Germany,Jérôme Boateng
2018,Germany,Joshua Kimmich
2018,Germany,Sebastian Rudy
2018,Germany,Julian Brandt
2018,Germany,İlkay Gündoğan
2018,Germany,Marc-André ter Stegen
2018,Germany,Mario Gómez
2018,Mexico,José de Jesús Corona
2018,Mexico,Hugo Ayala
2018,Mexico,Carlos Salcedo
2018,Mexico,Rafael Márquez 
2018,Mexico,Érick Gutiérrez
2018,Mexico,Jonathan dos Santos
2018,Mexico,Miguel Layún
2018,Mexico,Marco Fabián
2018,Mexico,Raúl Jiménez
2018,Mexico,Giovani dos Santos
2018,Mexico,Carlos Vela
2018,Mexico,Alfredo Talavera
2018,Mexico,Guillermo Ochoa
2018,Mexico,Javier Hernández
2018,Mexico,Héctor Moreno
2018,Mexico,Héctor Herrera
2018,Mexico,Jesús Manuel Corona
2018,Mexico,Andrés Guardado
2018,Mexico,Oribe Peralta
2018,Mexico,Javier Aquino
2018,Mexico,Edson Álvarez
2018,Mexico,Hirving Lozano
2018,Mexico,Jesús Gallardo
2018,South Korea,Kim Seung-gyu
2018,South Korea,Lee Yong
2018,South Korea,Jung Seung-hyun
2018,South Korea,Oh Ban-suk
2018,South Korea,Yun Young-sun
2018,South Korea,Park Joo-ho
2018,South Korea,Son Heung-min
2018,South Korea,Ju Se-jong
2018,South Korea,Kim Shin-wook
2018,South Korea,Lee Seung-woo
2018,South Korea,Hwang Hee-chan
2018,South Korea,Kim Min-woo
2018,South Korea,Koo Ja-cheol
2018,South Korea,Hong Chul
2018,South Korea,Jung Woo-young
2018,South Korea,Ki Sung-yueng 
2018,South Korea,Lee Jae-sung
2018,South Korea,Moon Seon-min
2018,South Korea,Kim Young-gwon
2018,South Korea,Jang Hyun-soo
2018,South Korea,Kim Jin-hyeon
2018,South Korea,Go Yo-han
2018,South Korea,Jo Hyeon-woo
2018,Sweden,Robin Olsen
2018,Sweden,Mikael Lustig
2018,Sweden,Victor Lindelöf
2018,Sweden,Andreas Granqvist 
2018,Sweden,Martin Olsson
2018,Sweden,Ludwig Augustinsson
2018,Sweden,Sebastian Larsson
2018,Sweden,Albin Ekdal
2018,Sweden,Marcus Berg
2018,Sweden,Emil Forsberg
2018,Sweden,John Guidetti
2018,Sweden,Karl-Johan Johnsson
2018,Sweden,Gustav Svensson
2018,Sweden,Filip Helander
2018,Sweden,Oscar Hiljemark
2018,Sweden,Emil Krafth
2018,Sweden,Viktor Claesson
2018,Sweden,Pontus Jansson
2018,Sweden,Marcus Rohdén
2018,Sweden,Ola Toivonen
2018,Sweden,Jimmy Durmaz
2018,Sweden,Isaac Kiese Thelin
2018,Sweden,Kristoffer Nordfeldt
2018,Belgium,Thibaut Courtois
2018,Belgium,Toby Alderweireld
2018,Belgium,Thomas Vermaelen
2018,Belgium,Vincent Kompany
2018,Belgium,Jan Vertonghen
2018,Belgium,Axel Witsel
2018,Belgium,Kevin De Bruyne
2018,Belgium,Marouane Fellaini
2018,Belgium,Romelu Lukaku
2018,Belgium,Eden Hazard 
2018,Belgium,Yannick Carrasco
2018,Belgium,Simon Mignolet
2018,Belgium,Koen Casteels
2018,Belgium,Dries Mertens
2018,Belgium,Thomas Meunier
2018,Belgium,Thorgan Hazard
2018,Belgium,Youri Tielemans
2018,Belgium,Adnan Januzaj
2018,Belgium,Mousa Dembélé
2018,Belgium,Dedryck Boyata
2018,Belgium,Michy Batshuayi
2018,Belgium,Nacer Chadli
2018,Belgium,Leander Dendoncker
2018,England,Jordan Pickford
2018,England,Kyle Walker
2018,England,Danny Rose
2018,England,Eric Dier
2018,England,John Stones
2018,England,Harry Maguire
2018,England,Jesse Lingard
2018,England,Jordan Henderson
2018,England,Harry Kane 
2018,England,Raheem Sterling
2018,England,Jamie Vardy
2018,England,Kieran Trippier
2018,England,Jack Butland
2018,England,Danny Welbeck
2018,England,Gary Cahill
2018,England,Phil Jones
2018,England,Fabian Delph
2018,England,Ashley Young
2018,England,Marcus Rashford
2018,England,Dele Alli
2018,England,Ruben Loftus-Cheek
2018,England,Trent Alexander-Arnold
2018,England,Nick Pope
2018,Panama,Jaime Penedo
2018,Panama,Michael Amir Murillo
2018,Panama,Harold Cummings
2018,Panama,Fidel Escobar
2018,Panama,Román Torres
2018,Panama,Gabriel Gómez
2018,Panama,Blas Pérez
2018,Panama,Yoel Bárcenas
2018,Panama,Gabriel Torres
2018,Panama,Ismael Díaz
2018,Panama,Armando Cooper
2018,Panama,José Calderón
2018,Panama,Adolfo Machado
2018,Panama,Valentín Pimentel
2018,Panama,Eric Davis
2018,Panama,Abdiel Arroyo
2018,Panama,Luis Ovalle
2018,Panama,Luis Tejada
2018,Panama,Ricardo Ávila
2018,Panama,Aníbal Godoy
2018,Panama,José Luis Rodríguez
2018,Panama,Álex Rodríguez
2018,Panama,Felipe Baloy 
2018,Tunisia,Farouk Ben Mustapha
2018,Tunisia,Syam Ben Youssef
2018,Tunisia,Yohan Benalouane
2018,Tunisia,Yassine Meriah
2018,Tunisia,Oussama Haddadi
2018,Tunisia,Rami Bedoui
2018,Tunisia,Saîf-Eddine Khaoui
2018,Tunisia,Fakhreddine Ben Youssef
2018,Tunisia,Anice Badri
2018,Tunisia,Wahbi Khazri
2018,Tunisia,Dylan Bronn
2018,Tunisia,Ali Maâloul
2018,Tunisia,Ferjani Sassi
2018,Tunisia,Mohamed Amine Ben Amor
2018,Tunisia,Ahmed Khalil
2018,Tunisia,Aymen Mathlouthi 
2018,Tunisia,Ellyes Skhiri
2018,Tunisia,Bassem Srarfi
2018,Tunisia,Saber Khalifa
2018,Tunisia,Ghailene Chaalali
2018,Tunisia,Hamdi Nagguez
2018,Tunisia,Mouez Hassen
2018,Tunisia,Naïm Sliti
2018,Colombia,David Ospina
2018,Colombia,Cristián Zapata
2018,Colombia,Óscar Murillo
2018,Colombia,Santiago Arias
2018,Colombia,Wilmar Barrios
2018,Colombia,Carlos Sánchez
2018,Colombia,Carlos Bacca
2018,Colombia,Abel Aguilar
2018,Colombia,Radamel Falcao 
2018,Colombia,James Rodríguez
2018,Colombia,Juan Cuadrado
2018,Colombia,Camilo Vargas
2018,Colombia,Yerry Mina
2018,Colombia,Luis Muriel
2018,Colombia,Mateus Uribe
2018,Colombia,Jefferson Lerma
2018,Colombia,Johan Mojica
2018,Colombia,Farid Díaz
2018,Colombia,Miguel Borja
2018,Colombia,Juan Fernando Quintero
2018,Colombia,José Izquierdo
2018,Colombia,José Fernando Cuadrado
2018,Colombia,Davinson Sánchez
2018,Japan,Eiji Kawashima
2018,Japan,Naomichi Ueda
2018,Japan,Gen Shoji
2018,Japan,Keisuke Honda
2018,Japan,Yūto Nagatomo
2018,Japan,Wataru Endō
2018,Japan,Gaku Shibasaki
2018,Japan,Genki Haraguchi
2018,Japan,Shinji Okazaki
2018,Japan,Shinji Kagawa
2018,Japan,Takashi Usami
2018,Japan,Masaaki Higashiguchi
2018,Japan,Yoshinori Muto
2018,Japan,Takashi Inui
2018,Japan,Yuya Osako
2018,Japan,Hotaru Yamaguchi
2018,Japan,Makoto Hasebe 
2018,Japan,Ryota Oshima
2018,Japan,Hiroki Sakai
2018,Japan,Tomoaki Makino
2018,Japan,Gōtoku Sakai
2018,Japan,Maya Yoshida
2018,Japan,Kosuke Nakamura
2018,Poland,Wojciech Szczęsny
2018,Poland,Michał Pazdan
2018,Poland,Artur Jędrzejczyk
2018,Poland,Thiago Cionek
2018,Poland,Jan Bednarek
2018,Poland,Jacek Góralski
2018,Poland,Arkadiusz Milik
2018,Poland,Karol Linetty
2018,Poland,Robert Lewandowski 
2018,Poland,Grzegorz Krychowiak
2018,Poland,Kamil Grosicki
2018,Poland,Bartosz Białkowski
2018,Poland,Maciej Rybus
2018,Poland,Łukasz Teodorczyk
2018,Poland,Kamil Glik
2018,Poland,Jakub Błaszczykowski
2018,Poland,Sławomir Peszko
2018,Poland,Bartosz Bereszyński
2018,Poland,Piotr Zieliński
2018,Poland,Łukasz Piszczek
2018,Poland,Rafał Kurzawa
2018,Poland,Łukasz Fabiański
2018,Poland,Dawid Kownacki
2018,Senegal,Abdoulaye Diallo
2018,Senegal,Adama Mbengue
2018,Senegal,Kalidou Koulibaly
2018,Senegal,Kara Mbodji
2018,Senegal,Idrissa Gueye
2018,Senegal,Salif Sané
2018,Senegal,Moussa Sow
2018,Senegal,Cheikhou Kouyaté 
2018,Senegal,Mame Biram Diouf
2018,Senegal,Sadio Mané
2018,Senegal,Cheikh N'Doye
2018,Senegal,Youssouf Sabaly
2018,Senegal,Alfred N'Diaye
2018,Senegal,Moussa Konaté
2018,Senegal,Diafra Sakho
2018,Senegal,Khadim N'Diaye
2018,Senegal,Badou Ndiaye
2018,Senegal,Ismaïla Sarr
2018,Senegal,M'Baye Niang
2018,Senegal,Keita Baldé
2018,Senegal,Lamine Gassama
2018,Senegal,Moussa Wagué
2018,Senegal,Alfred Gomis
