year,team,player_name,derived_short_name,fifa_index
2022,Canada,Dayne St. Clair,D. St. Clair,7290.0
2022,Canada,Alistair Johnston,A. Johnston,9683.0
2022,Canada,Sam Adekugbe,S. Adekugbe,6813.0
2022,Canada,Kamal Miller,K. Miller,7295.0
2022,Canada,Steven Vitória,S. Vitoria,9893.0
2022,Canada,Samuel Piette,S. Piette,4108.0
2022,Canada,Stephen Eustáquio,S. Eustaquio,1433.0
2022,Canada,Liam Fraser,L. Fraser,10595.0
2022,Canada,Lucas Cavallini,L. Cavallini,2692.0
2022,Canada,Junior Hoilett,J. Hoilett,3175.0
2022,Canada,Tajon Buchanan,T. Buchanan,7277.0
2022,Canada,Iké Ugbo,I. Ugbo,4346.0
2022,Canada,Atiba Hutchinson ,A. Hutchinson,1138.0
2022,Canada,Mark-Anthony Kaye,M. Anthony Kaye,
2022,Canada,Ismaël Koné,I. Kone,14674.0
2022,Canada,James Pantemis,J. Pantemis,12743.0
2022,Canada,Cyle Larin,C. Larin,1798.0
2022,Canada,Milan Borjan,M. Borjan,1241.0
2022,Canada,Alphonso Davies,A. Davies,274.0
2022,Canada,Jonathan David,J. David,848.0
2022,Canada,Jonathan Osorio,J. Osorio,3379.0
2022,Canada,Richie Laryea,R. Laryea,4328.0
2022,Canada,Liam Millar,L. Millar,9426.0
2022,Canada,David Wotherspoon,D. Wotherspoon,5578.0
2022,Canada,Derek Cornelius,D. Cornelius,10608.0
2022,Canada,Joel Waterman,J. Waterman,14089.0
2022,Croatia,Dominik Livaković,D. Livakovic,282.0
2022,Croatia,Josip Stanišić,J. Stanisic,11881.0
2022,Croatia,Borna Barišić,B. Barisic,1916.0
2022,Croatia,Ivan Perišić,I. Perisic,296.0
2022,Croatia,Martin Erlić,M. Erlic,4508.0
2022,Croatia,Dejan Lovren,D. Lovren,
2022,Croatia,Lovro Majer,L. Majer,1439.0
2022,Croatia,Mateo Kovačić,M. Kovacic,172.0
2022,Croatia,Andrej Kramarić,A. Kramaric,179.0
2022,Croatia,Luka Modrić ,L. Modric,32.0
2022,Croatia,Marcelo Brozović,M. Brozovic,128.0
2022,Croatia,Ivo Grbić,I. Grbic,3084.0
2022,Croatia,Nikola Vlašić,N. Vlasic,504.0
2022,Croatia,Marko Livaja,M. Livaja,1632.0
2022,Croatia,Mario Pašalić,M. Pasalic,786.0
2022,Croatia,Bruno Petković,B. Petkovic,1305.0
2022,Croatia,Ante Budimir,A. Budimir,696.0
2022,Croatia,Mislav Oršić,M. Orsic,1000.0
2022,Croatia,Borna Sosa,B. Sosa,1114.0
2022,Croatia,Joško Gvardiol,J. Gvardiol,1949.0
2022,Croatia,Domagoj Vida,D. Vida,718.0
2022,Croatia,Josip Juranović,J. Juranovic,3812.0
2022,Croatia,Ivica Ivušić,I. Ivusic,
2022,Croatia,Josip Šutalo,J. Sutalo,8560.0
2022,Croatia,Luka Sučić,L. Sucic,6371.0
2022,Croatia,Kristijan Jakić,K. Jakic,3083.0
2022,Morocco,Yassine Bounou,Y. Bounou,238.0
2022,Morocco,Achraf Hakimi,A. Hakimi,95.0
2022,Morocco,Noussair Mazraoui,N. Mazraoui,494.0
2022,Morocco,Sofyan Amrabat,S. Amrabat,1335.0
2022,Morocco,Nayef Aguerd,N. Aguerd,1445.0
2022,Morocco,Romain Saïss ,R. Saiss,742.0
2022,Morocco,Hakim Ziyech,H. Ziyech,123.0
2022,Morocco,Azzedine Ounahi,A. Ounahi,15582.0
2022,Morocco,Abderrazak Hamdallah,A. Hamdallah,975.0
2022,Morocco,Anass Zaroury,A. Zaroury,7446.0
2022,Morocco,Abdelhamid Sabiri,A. Sabiri,
2022,Morocco,Munir Mohamedi,M. Mohamedi,
2022,Morocco,Ilias Chair,I. Chair,4421.0
2022,Morocco,Zakaria Aboukhlal,Z. Aboukhlal,6283.0
2022,Morocco,Selim Amallah,S. Amallah,2845.0
2022,Morocco,Abde Ezzalzouli,A. Ezzalzouli,
2022,Morocco,Sofiane Boufal,S. Boufal,2130.0
2022,Morocco,Jawad El Yamiq,J. El Yamiq,3007.0
2022,Morocco,Youssef En-Nesyri,Y. En Nesyri,276.0
2022,Morocco,Achraf Dari,A. Dari,
2022,Morocco,Walid Cheddira,W. Cheddira,
2022,Morocco,Ahmed Reda Tagnaouti,A. Reda Tagnaouti,
2022,Morocco,Bilal El Khannous,B. El Khannous,
2022,Morocco,Badr Benoun,B. Benoun,
2022,Morocco,Yahia Attiyat Allah,Y. Attiyat Allah,
2022,Morocco,Yahya Jabrane,Y. Jabrane,
2022,Brazil,Alisson,Alisson,20.0
2022,Brazil,Danilo,Danilo,311.0
2022,Brazil,Thiago Silva ,T. Silva,71.0
2022,Brazil,Marquinhos,Marquinhos,39.0
2022,Brazil,Casemiro,Casemiro,14.0
2022,Brazil,Alex Sandro,A. Sandro,153.0
2022,Brazil,Lucas Paquetá,L. Paqueta,374.0
2022,Brazil,Fred,Fred,336.0
2022,Brazil,Richarlison,Richarlison,268.0
2022,Brazil,Neymar,Neymar,
2022,Brazil,Raphinha,Raphinha,271.0
2022,Brazil,Weverton,Weverton,
2022,Brazil,Dani Alves,D. Alves,
2022,Brazil,Éder Militão,E. Militao,279.0
2022,Brazil,Fabinho,Fabinho,61.0
2022,Brazil,Alex Telles,A. Telles,245.0
2022,Brazil,Bruno Guimarães,B. Guimaraes,659.0
2022,Brazil,Gabriel Jesus,G. Jesus,191.0
2022,Brazil,Antony,Antony,662.0
2022,Brazil,Vinícius Júnior,V. Junior,
2022,Brazil,Rodrygo,Rodrygo,656.0
2022,Brazil,Éverton Ribeiro,E. Ribeiro,
2022,Brazil,Ederson,Ederson,18.0
2022,Brazil,Bremer,Bremer,1418.0
2022,Brazil,Pedro,Pedro,700.0
2022,Brazil,Gabriel Martinelli,G. Martinelli,1457.0
2022,Cameroon,Simon Ngapandouetnbu,S. Ngapandouetnbu,8540.0
2022,Cameroon,Jerome Ngom Mbekeli,J. Ngom Mbekeli,
2022,Cameroon,Nicolas Nkoulou,N. Nkoulou,
2022,Cameroon,Christopher Wooh,C. Wooh,10991.0
2022,Cameroon,Gaël Ondoua,G. Ondoua,5314.0
2022,Cameroon,Moumi Ngamaleu,M. Ngamaleu,
2022,Cameroon,Georges-Kévin Nkoudou,G. Kevin Nkoudou,
2022,Cameroon,André-Frank Zambo Anguissa,A. Frank Zambo Anguissa,
2022,Cameroon,Jean-Pierre Nsame,J. Pierre Nsame,
2022,Cameroon,Vincent Aboubakar ,V. Aboubakar,923.0
2022,Cameroon,Christian Bassogog,C. Bassogog,3613.0
2022,Cameroon,Karl Toko Ekambi,K. Toko Ekambi,788.0
2022,Cameroon,Eric Maxim Choupo-Moting,E. Maxim Choupo Moting,
2022,Cameroon,Samuel Gouet,S. Gouet,
2022,Cameroon,Pierre Kunde,P. Kunde,
2022,Cameroon,Devis Epassy,D. Epassy,
2022,Cameroon,Olivier Mbaizo,O. Mbaizo,7214.0
2022,Cameroon,Martin Hongla,M. Hongla,2961.0
2022,Cameroon,Collins Fai,C. Fai,5111.0
2022,Cameroon,Bryan Mbeumo,B. Mbeumo,2381.0
2022,Cameroon,Jean-Charles Castelletto,J. Charles Castelletto,
2022,Cameroon,Olivier Ntcham,O. Ntcham,4154.0
2022,Cameroon,André Onana,A. Onana,7410.0
2022,Cameroon,Enzo Ebosse,E. Ebosse,10554.0
2022,Cameroon,Nouhou Tolo,N. Tolo,
2022,Cameroon,Souaibou Marou,S. Marou,
2022,Serbia,Marko Dmitrović,M. Dmitrovic,476.0
2022,Serbia,Strahinja Pavlović,S. Pavlovic,6336.0
2022,Serbia,Strahinja Eraković,S. Erakovic,
2022,Serbia,Nikola Milenković,N. Milenkovic,1416.0
2022,Serbia,Miloš Veljković,M. Veljkovic,2765.0
2022,Serbia,Nemanja Maksimović,N. Maksimovic,650.0
2022,Serbia,Nemanja Radonjić,N. Radonjic,1930.0
2022,Serbia,Nemanja Gudelj,N. Gudelj,542.0
2022,Serbia,Aleksandar Mitrović,A. Mitrovic,1709.0
2022,Serbia,Dušan Tadić ,D. Tadic,109.0
2022,Serbia,Luka Jović,L. Jovic,631.0
2022,Serbia,Predrag Rajković,P. Rajkovic,843.0
2022,Serbia,Stefan Mitrović,S. Mitrovic,2653.0
2022,Serbia,Andrija Živković,A. Zivkovic,1320.0
2022,Serbia,Srđan Babić,S. Babic,5164.0
2022,Serbia,Saša Lukić,S. Lukic,1885.0
2022,Serbia,Filip Kostić,F. Kostic,122.0
2022,Serbia,Dušan Vlahović,D. Vlahovic,856.0
2022,Serbia,Uroš Račić,U. Racic,850.0
2022,Serbia,Sergej Milinković-Savić,S. Milinkovic Savic,90.0
2022,Serbia,Filip Đuričić,F. Đuricic,1197.0
2022,Serbia,Darko Lazović,D. Lazovic,1280.0
2022,Serbia,Vanja Milinković-Savić,V. Milinkovic Savic,4997.0
2022,Serbia,Ivan Ilić,I. Ilic,3818.0
2022,Serbia,Filip Mladenović,F. Mladenovic,2771.0
2022,Serbia,Marko Grujić,M. Grujic,1856.0
2022,Switzerland,Yann Sommer,Y. Sommer,73.0
2022,Switzerland,Edimilson Fernandes,E. Fernandes,4137.0
2022,Switzerland,Silvan Widmer,S. Widmer,1711.0
2022,Switzerland,Nico Elvedi,N. Elvedi,605.0
2022,Switzerland,Manuel Akanji,M. Akanji,479.0
2022,Switzerland,Denis Zakaria,D. Zakaria,480.0
2022,Switzerland,Breel Embolo,B. Embolo,1001.0
2022,Switzerland,Remo Freuler,R. Freuler,428.0
2022,Switzerland,Haris Seferovic,H. Seferovic,710.0
2022,Switzerland,Granit Xhaka ,G. Xhaka,552.0
2022,Switzerland,Renato Steffen,R. Steffen,749.0
2022,Switzerland,Jonas Omlin,J. Omlin,1007.0
2022,Switzerland,Ricardo Rodriguez,R. Rodriguez,1195.0
2022,Switzerland,Michel Aebischer,M. Aebischer,1888.0
2022,Switzerland,Djibril Sow,D. Sow,1032.0
2022,Switzerland,Christian Fassnacht,C. Fassnacht,1872.0
2022,Switzerland,Ruben Vargas,R. Vargas,1902.0
2022,Switzerland,Eray Cömert,E. Comert,4360.0
2022,Switzerland,Noah Okafor,N. Okafor,4474.0
2022,Switzerland,Fabian Frei,F. Frei,3140.0
2022,Switzerland,Gregor Kobel,G. Kobel,640.0
2022,Switzerland,Fabian Schär,F. Schar,1271.0
2022,Switzerland,Xherdan Shaqiri,X. Shaqiri,543.0
2022,Switzerland,Philipp Köhn,P. Kohn,8238.0
2022,Switzerland,Fabian Rieder,F. Rieder,8332.0
2022,Switzerland,Ardon Jashari,A. Jashari,18518.0
2022,Ghana,Lawrence Ati-Zigi,L. Ati Zigi,
2022,Ghana,Tariq Lamptey,T. Lamptey,2379.0
2022,Ghana,Denis Odoi,D. Odoi,4654.0
2022,Ghana,Mohammed Salisu,M. Salisu,1447.0
2022,Ghana,Thomas Partey,T. Partey,173.0
2022,Ghana,Elisha Owusu,E. Owusu,3696.0
2022,Ghana,Abdul Fatawu Issahaku,A. Fatawu Issahaku,
2022,Ghana,Daniel-Kofi Kyereh,D. Kofi Kyereh,
2022,Ghana,Jordan Ayew,J. Ayew,1578.0
2022,Ghana,André Ayew ,A. Ayew,
2022,Ghana,Osman Bukari,O. Bukari,5444.0
2022,Ghana,Ibrahim Danlad,I. Danlad,
2022,Ghana,Daniel Afriyie,D. Afriyie,
2022,Ghana,Gideon Mensah,G. Mensah,4525.0
2022,Ghana,Joseph Aidoo,J. Aidoo,2241.0
2022,Ghana,Abdul Manaf Nurudeen,A. Manaf Nurudeen,
2022,Ghana,Baba Rahman,B. Rahman,2118.0
2022,Ghana,Daniel Amartey,D. Amartey,1292.0
2022,Ghana,Iñaki Williams,I. Williams,347.0
2022,Ghana,Mohammed Kudus,M. Kudus,1120.0
2022,Ghana,Salis Abdul Samed,S. Abdul Samed,14816.0
2022,Ghana,Kamaldeen Sulemana,K. Sulemana,3805.0
2022,Ghana,Alexander Djiku,A. Djiku,1282.0
2022,Ghana,Kamal Sowah,K. Sowah,5309.0
2022,Ghana,Antoine Semenyo,A. Semenyo,7180.0
2022,Ghana,Alidu Seidu,A. Seidu,14138.0
2022,Portugal,Rui Patrício,R. Patricio,205.0
2022,Portugal,Diogo Dalot,D. Dalot,1396.0
2022,Portugal,Pepe,Pepe,199.0
2022,Portugal,Rúben Dias,R. Dias,46.0
2022,Portugal,Raphaël Guerreiro,R. Guerreiro,124.0
2022,Portugal,João Palhinha,J. Palhinha,
2022,Portugal,Cristiano Ronaldo ,C. Ronaldo,2.0
2022,Portugal,Bruno Fernandes,B. Fernandes,28.0
2022,Portugal,André Silva,A. Silva,135.0
2022,Portugal,Bernardo Silva,B. Silva,65.0
2022,Portugal,João Félix,J. Felix,198.0
2022,Portugal,José Sá,J. Sa,591.0
2022,Portugal,Danilo Pereira,D. Pereira,317.0
2022,Portugal,William Carvalho,W. Carvalho,740.0
2022,Portugal,Rafael Leão,R. Leao,1109.0
2022,Portugal,Vitinha,Vitinha,8543.0
2022,Portugal,João Mário,J. Mario,451.0
2022,Portugal,Rúben Neves,R. Neves,255.0
2022,Portugal,Nuno Mendes,N. Mendes,861.0
2022,Portugal,João Cancelo,J. Cancelo,62.0
2022,Portugal,Ricardo Horta,R. Horta,592.0
2022,Portugal,Diogo Costa,D. Costa,2926.0
2022,Portugal,Matheus Nunes,M. Nunes,1461.0
2022,Portugal,António Silva,A. Silva,1725.0
2022,Portugal,Otávio,Otavio,340.0
2022,Portugal,Gonçalo Ramos,G. Ramos,3808.0
2022,South Korea,Kim Seung-gyu,K. Seung gyu,5565.0
2022,South Korea,Yoon Jong-gyu,Y. Jong gyu,14594.0
2022,South Korea,Kim Jin-su,K. Jin su,4872.0
2022,South Korea,Kim Min-jae,K. Min jae,2339.0
2022,South Korea,Jung Woo-young,J. Woo young,
2022,South Korea,Hwang In-beom,H. In beom,
2022,South Korea,Son Heung-min ,S. Heung min,
2022,South Korea,Paik Seung-ho,P. Seung ho,6109.0
2022,South Korea,Cho Gue-sung,C. Gue sung,
2022,South Korea,Lee Jae-sung,L. Jae sung,1752.0
2022,South Korea,Hwang Hee-chan,H. Hee chan,1794.0
2022,South Korea,Song Bum-keun,S. Bum keun,8222.0
2022,South Korea,Son Jun-ho,S. Jun ho,4196.0
2022,South Korea,Hong Chul,H. Chul,3967.0
2022,South Korea,Kim Moon-hwan,K. Moon hwan,9504.0
2022,South Korea,Hwang Ui-jo,H. Ui jo,1286.0
2022,South Korea,Na Sang-ho,N. Sang ho,5208.0
2022,South Korea,Lee Kang-in,L. Kang in,
2022,South Korea,Kim Young-gwon,K. Young gwon,4764.0
2022,South Korea,Kwon Kyung-won,K. Kyung won,3375.0
2022,South Korea,Jo Hyeon-woo,J. Hyeon woo,1677.0
2022,South Korea,Kwon Chang-hoon,K. Chang hoon,2675.0
2022,South Korea,Kim Tae-hwan,K. Tae hwan,3244.0
2022,South Korea,Cho Yu-min,C. Yu min,10666.0
2022,South Korea,Jeong Woo-yeong,J. Woo yeong,5217.0
2022,South Korea,Song Min-kyu,S. Min kyu,4531.0
2022,Uruguay,Fernando Muslera,F. Muslera,403.0
2022,Uruguay,José Giménez,J. Gimenez,130.0
2022,Uruguay,Diego Godín ,D. Godin,402.0
2022,Uruguay,Ronald Araújo,R. Araujo,1133.0
2022,Uruguay,Matías Vecino,M. Vecino,778.0
2022,Uruguay,Rodrigo Bentancur,R. Bentancur,800.0
2022,Uruguay,Nicolás de la Cruz,N. de la Cruz,840.0
2022,Uruguay,Facundo Pellistri,F. Pellistri,5406.0
2022,Uruguay,Luis Suárez,L. Suarez,23.0
2022,Uruguay,Giorgian de Arrascaeta,G. de Arrascaeta,
2022,Uruguay,Darwin Núñez,D. Nunez,1460.0
2022,Uruguay,Sebastián Sosa,S. Sosa,735.0
2022,Uruguay,Guillermo Varela,G. Varela,
2022,Uruguay,Lucas Torreira,L. Torreira,468.0
2022,Uruguay,Federico Valverde,F. Valverde,196.0
2022,Uruguay,Mathías Olivera,M. Olivera,1423.0
2022,Uruguay,Matías Viña,M. Vina,1462.0
2022,Uruguay,Maxi Gómez,M. Gomez,500.0
2022,Uruguay,Sebastián Coates,S. Coates,159.0
2022,Uruguay,Facundo Torres,F. Torres,3806.0
2022,Uruguay,Edinson Cavani,E. Cavani,74.0
2022,Uruguay,Martín Cáceres,M. Caceres,1167.0
2022,Uruguay,Sergio Rochet,S. Rochet,1332.0
2022,Uruguay,Agustín Canobbio,A. Canobbio,6328.0
2022,Uruguay,Manuel Ugarte,M. Ugarte,3798.0
2022,Uruguay,José Luis Rodríguez,J. Luis Rodriguez,
